Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,AirTime,Origin,Dest,Distance
2008,1,3,4,1424,1355,1620,1600,42,MDW,SDF,271
2008,1,3,4,1110,1055,1307,1300,46,MDW,SDF,271
2008,1,3,4,2140,2000,2,2230,242,MDW,SEA,1733
2008,1,3,4,1110,1040,1323,1310,243,MDW,SEA,1733
2008,1,3,4,824,755,1049,1025,247,MDW,SEA,1733
2008,1,3,4,2131,1915,29,2205,274,MDW,SFO,1855
2008,1,3,4,1736,1305,2031,1555,268,MDW,SFO,1855
2008,1,3,4,1319,950,1615,1240,267,MDW,SFO,1855
2008,1,3,4,824,735,1059,1020,260,MDW,SJC,1838
2008,1,3,4,1900,1815,2141,2100,265,MDW,SJC,1838
2008,1,3,4,1024,925,1245,1155,186,MDW,SLC,1258
2008,1,3,4,1725,1640,1948,1910,185,MDW,SLC,1258
2008,1,3,4,2052,1930,2319,2200,253,MDW,SMF,1790
2008,1,3,4,840,825,1116,1055,253,MDW,SMF,1790
2008,1,3,4,1138,1000,1235,1105,46,MDW,STL,251
2008,1,3,4,1802,1755,1900,1900,46,MDW,STL,251
2008,1,3,4,2208,2125,2259,2225,40,MDW,STL,251
2008,1,3,4,1934,1855,2037,2000,45,MDW,STL,251
2008,1,3,4,734,730,836,830,46,MDW,STL,251
2008,1,3,4,1558,1555,1702,1700,44,MDW,STL,251
2008,1,3,4,,1110,,1215,,MDW,STL,251
2008,1,3,4,634,625,740,725,46,MDW,STL,251
2008,1,3,4,822,805,921,910,46,MDW,STL,251
2008,1,3,4,,1445,,1550,,MDW,STL,251
2008,1,3,4,1754,1655,1853,1800,49,MDW,STL,251
2008,1,3,4,1355,1305,1451,1410,44,MDW,STL,251
2008,1,3,4,1806,1740,2126,2115,127,MDW,TPA,997
2008,1,3,4,911,845,1232,1220,126,MDW,TPA,997
2008,1,3,4,1412,1350,1730,1720,126,MDW,TPA,997
2008,1,3,4,2221,2050,135,20,122,MDW,TPA,997
2008,1,3,4,634,620,952,950,125,MDW,TPA,997
2008,1,3,4,1841,1625,2200,2000,126,MDW,TPA,997
2008,1,3,4,1100,1040,1414,1410,124,MDW,TPA,997
2008,1,3,4,1149,1105,1424,1350,202,MDW,TUS,1440
2008,1,3,4,2015,1845,2301,2130,210,MDW,TUS,1440
2008,1,3,4,1216,1150,1329,1325,61,MHT,BWI,377
2008,1,3,4,736,720,854,855,65,MHT,BWI,377
2008,1,3,4,1858,1900,2015,2035,66,MHT,BWI,377
2008,1,3,4,1044,1010,1155,1145,61,MHT,BWI,377
2008,1,3,4,2211,2130,2327,2300,64,MHT,BWI,377
2008,1,3,4,608,610,733,745,72,MHT,BWI,377
2008,1,3,4,855,855,1019,1025,65,MHT,BWI,377
2008,1,3,4,1512,1445,1656,1620,69,MHT,BWI,377
2008,1,3,4,1755,1715,1910,1850,60,MHT,BWI,377
2008,1,3,4,1618,1555,1736,1730,63,MHT,BWI,377
2008,1,3,4,1404,1305,1518,1435,61,MHT,BWI,377
2008,1,3,4,754,645,1028,950,320,MHT,LAS,2356
2008,1,3,4,1206,1135,1511,1500,156,MHT,MCO,1142
2008,1,3,4,1005,940,1255,1305,155,MHT,MCO,1142
2008,1,3,4,1909,1650,2158,2010,155,MHT,MCO,1142
2008,1,3,4,641,640,931,1005,153,MHT,MCO,1142
2008,1,3,4,2332,2115,216,30,155,MHT,MCO,1142
2008,1,3,4,1048,1005,1201,1140,117,MHT,MDW,838
2008,1,3,4,2114,2100,2234,2235,122,MHT,MDW,838
2008,1,3,4,1824,1750,1941,1925,124,MHT,MDW,838
2008,1,3,4,1448,1410,1601,1545,120,MHT,MDW,838
2008,1,3,4,627,620,745,800,120,MHT,MDW,838
2008,1,3,4,1740,1630,1852,1800,57,MHT,PHL,290
2008,1,3,4,1422,1415,1533,1545,61,MHT,PHL,290
2008,1,3,4,716,700,838,830,67,MHT,PHL,290
2008,1,3,4,950,920,1105,1045,57,MHT,PHL,290
2008,1,3,4,1300,1210,1417,1340,65,MHT,PHL,290
2008,1,3,4,1904,1855,2022,2025,59,MHT,PHL,290
2008,1,3,4,1652,1635,2030,2030,320,MHT,PHX,2279
2008,1,3,4,946,755,1259,1125,164,MHT,TPA,1204
2008,1,3,4,1422,1350,1721,1725,164,MHT,TPA,1204
2008,1,3,4,1921,1920,2017,2035,46,MSY,BHM,321
2008,1,3,4,1249,1120,1343,1235,47,MSY,BHM,321
2008,1,3,4,802,800,901,915,50,MSY,BHM,321
2008,1,3,4,1617,1615,1735,1740,68,MSY,BNA,471
2008,1,3,4,735,735,902,855,73,MSY,BNA,471
2008,1,3,4,837,825,1204,1140,140,MSY,BWI,998
2008,1,3,4,652,650,815,815,73,MSY,DAL,437
2008,1,3,4,1743,1745,1908,1910,74,MSY,DAL,437
2008,1,3,4,909,855,1029,1020,71,MSY,DAL,437
2008,1,3,4,1626,1505,1748,1630,71,MSY,DAL,437
2008,1,3,4,1210,1200,1327,1325,69,MSY,DAL,437
2008,1,3,4,2037,2035,2159,2200,73,MSY,DAL,437
2008,1,3,4,1211,1205,1453,1445,92,MSY,FLL,673
2008,1,3,4,1530,1355,1634,1505,54,MSY,HOU,303
2008,1,3,4,2007,1930,2106,2040,53,MSY,HOU,303
2008,1,3,4,2118,2100,2217,2205,50,MSY,HOU,303
2008,1,3,4,1316,1135,1413,1245,50,MSY,HOU,303
2008,1,3,4,1708,1645,1815,1755,55,MSY,HOU,303
2008,1,3,4,957,945,1101,1055,54,MSY,HOU,303
2008,1,3,4,742,740,843,850,52,MSY,HOU,303
2008,1,3,4,1836,1840,1935,1950,52,MSY,HOU,303
2008,1,3,4,906,905,1006,1015,52,MSY,HOU,303
2008,1,3,4,1541,1540,1649,1650,57,MSY,HOU,303
2008,1,3,4,629,630,735,740,55,MSY,HOU,303
2008,1,3,4,840,840,1031,1040,220,MSY,LAS,1501
2008,1,3,4,1645,1635,1832,1835,219,MSY,LAS,1501
2008,1,3,4,627,625,854,905,75,MSY,MCO,550
2008,1,3,4,1417,1400,1646,1640,76,MSY,MCO,550
2008,1,3,4,2022,2010,2248,2245,76,MSY,MCO,550
2008,1,3,4,1147,1145,1417,1425,75,MSY,MCO,550
2008,1,3,4,1740,1645,1948,1855,115,MSY,MDW,825
2008,1,3,4,1324,1230,1548,1510,193,MSY,PHX,1301
2008,1,3,4,1614,1610,1836,1830,71,MSY,TPA,487
2008,1,3,4,1406,1240,1622,1505,67,MSY,TPA,487
2008,1,3,4,638,630,859,855,72,MSY,TPA,487
2008,1,3,4,1148,1055,1459,1410,110,OAK,ABQ,889
2008,1,3,4,701,700,1034,1015,109,OAK,ABQ,889
2008,1,3,4,1938,1920,2256,2230,107,OAK,ABQ,889
2008,1,3,4,1152,1120,1802,1730,232,OAK,BNA,1959
2008,1,3,4,1051,1010,1314,1240,66,OAK,BOI,511
2008,1,3,4,1953,1935,2218,2200,64,OAK,BOI,511
2008,1,3,4,1632,1615,1738,1720,48,OAK,BUR,325
2008,1,3,4,2000,1855,2109,2000,49,OAK,BUR,325
2008,1,3,4,1502,1445,1607,1550,49,OAK,BUR,325
2008,1,3,4,1229,1135,1341,1240,49,OAK,BUR,325
2008,1,3,4,2051,2015,2151,2120,48,OAK,BUR,325
2008,1,3,4,938,930,1044,1035,53,OAK,BUR,325
2008,1,3,4,,1705,,1810,,OAK,BUR,325
2008,1,3,4,700,700,809,805,51,OAK,BUR,325
2008,1,3,4,1628,1520,1729,1625,50,OAK,BUR,325
2008,1,3,4,,1310,,1415,,OAK,BUR,325
2008,1,3,4,1033,1035,1141,1140,50,OAK,BUR,325
2008,1,3,4,1816,1750,1921,1855,49,OAK,BUR,325
2008,1,3,4,1243,1220,1345,1325,50,OAK,BUR,325
2008,1,3,4,2059,1930,2206,2035,48,OAK,BUR,325
2008,1,3,4,853,855,956,1000,49,OAK,BUR,325
2008,1,3,4,2146,2050,2251,2155,51,OAK,BUR,325
2008,1,3,4,817,805,919,910,49,OAK,BUR,325
2008,1,3,4,1322,1310,1638,1635,113,OAK,DEN,957
2008,1,3,4,1740,1650,2055,2015,113,OAK,DEN,957
2008,1,3,4,2010,1910,2326,2235,114,OAK,DEN,957
2008,1,3,4,642,630,957,955,114,OAK,DEN,957
2008,1,3,4,1031,1015,1344,1340,117,OAK,DEN,957
2008,1,3,4,2155,1940,2350,2140,93,OAK,GEG,723
2008,1,3,4,1004,935,1142,1135,86,OAK,GEG,723
2008,1,3,4,1620,1520,2144,2100,189,OAK,HOU,1642
2008,1,3,4,1055,1050,1620,1630,192,OAK,HOU,1642
2008,1,3,4,1623,1500,1752,1625,62,OAK,LAS,407
2008,1,3,4,2154,2040,2314,2205,63,OAK,LAS,407
2008,1,3,4,1322,1245,1444,1410,64,OAK,LAS,407
2008,1,3,4,701,700,823,825,61,OAK,LAS,407
2008,1,3,4,1012,1010,1136,1135,68,OAK,LAS,407
2008,1,3,4,834,830,955,955,59,OAK,LAS,407
2008,1,3,4,2059,1945,2220,2105,61,OAK,LAS,407
2008,1,3,4,627,630,750,755,65,OAK,LAS,407
2008,1,3,4,1504,1355,1631,1520,66,OAK,LAS,407
2008,1,3,4,1140,1125,1303,1250,68,OAK,LAS,407
2008,1,3,4,1615,1540,1741,1705,65,OAK,LAS,407
2008,1,3,4,1647,1630,1829,1755,59,OAK,LAS,407
2008,1,3,4,2142,2120,2310,2245,59,OAK,LAS,407
2008,1,3,4,1816,1745,1954,1910,61,OAK,LAS,407
2008,1,3,4,1209,1200,1319,1315,53,OAK,LAX,337
2008,1,3,4,928,900,1042,1020,54,OAK,LAX,337
2008,1,3,4,700,700,822,815,52,OAK,LAX,337
2008,1,3,4,1551,1530,1704,1645,52,OAK,LAX,337
2008,1,3,4,2015,2000,2138,2120,59,OAK,LAX,337
2008,1,3,4,837,830,951,945,57,OAK,LAX,337
2008,1,3,4,729,730,843,845,55,OAK,LAX,337
2008,1,3,4,,1500,,1615,,OAK,LAX,337
2008,1,3,4,,1300,,1415,,OAK,LAX,337
2008,1,3,4,1821,1730,1949,1845,58,OAK,LAX,337
2008,1,3,4,1426,1400,1545,1515,51,OAK,LAX,337
2008,1,3,4,2221,2100,2335,2215,52,OAK,LAX,337
2008,1,3,4,1937,1830,2051,1945,52,OAK,LAX,337
2008,1,3,4,1730,1600,1859,1715,55,OAK,LAX,337
2008,1,3,4,600,600,711,715,54,OAK,LAX,337
2008,1,3,4,1731,1700,1844,1815,53,OAK,LAX,337
2008,1,3,4,1000,1000,1112,1115,55,OAK,LAX,337
2008,1,3,4,1122,1100,1237,1215,57,OAK,LAX,337
2008,1,3,4,808,800,920,915,54,OAK,LAX,337
2008,1,3,4,1827,1800,1952,1915,55,OAK,LAX,337
2008,1,3,4,1935,1900,2049,2015,53,OAK,LAX,337
2008,1,3,4,814,755,1324,1320,177,OAK,MCI,1489
2008,1,3,4,1433,1340,1936,1905,170,OAK,MCI,1489
2008,1,3,4,908,905,1502,1505,215,OAK,MDW,1844
2008,1,3,4,1519,1425,2102,2025,210,OAK,MDW,1844
2008,1,3,4,615,610,1216,1215,219,OAK,MDW,1844
2008,1,3,4,1358,1210,1953,1815,213,OAK,MDW,1844
2008,1,3,4,1943,1715,137,2310,204,OAK,MDW,1844
2008,1,3,4,1456,1445,1605,1555,56,OAK,ONT,361
2008,1,3,4,1119,1115,1228,1225,58,OAK,ONT,361
2008,1,3,4,2115,2000,2235,2115,56,OAK,ONT,361
2008,1,3,4,2217,2050,2329,2205,56,OAK,ONT,361
2008,1,3,4,1812,1705,1926,1820,54,OAK,ONT,361
2008,1,3,4,1323,1245,1452,1400,57,OAK,ONT,361
2008,1,3,4,1932,1850,2051,2005,57,OAK,ONT,361
2008,1,3,4,845,845,1001,1000,57,OAK,ONT,361
2008,1,3,4,,955,,1110,,OAK,ONT,361
2008,1,3,4,610,610,717,725,53,OAK,ONT,361
2008,1,3,4,731,730,845,845,55,OAK,ONT,361
2008,1,3,4,1550,1540,1710,1655,55,OAK,ONT,361
2008,1,3,4,912,915,1059,1055,73,OAK,PDX,543
2008,1,3,4,1743,1650,1921,1830,79,OAK,PDX,543
2008,1,3,4,621,615,753,755,77,OAK,PDX,543
2008,1,3,4,2238,2115,6,2255,73,OAK,PDX,543
2008,1,3,4,2022,1940,2157,2120,72,OAK,PDX,543
2008,1,3,4,1222,1215,1352,1355,74,OAK,PDX,543
2008,1,3,4,2230,2050,104,2340,84,OAK,PHX,646
2008,1,3,4,1652,1635,1938,1930,85,OAK,PHX,646
2008,1,3,4,1317,1300,1553,1550,85,OAK,PHX,646
2008,1,3,4,859,855,1142,1145,89,OAK,PHX,646
2008,1,3,4,2015,1815,2255,2110,86,OAK,PHX,646
2008,1,3,4,1209,1125,1447,1415,86,OAK,PHX,646
2008,1,3,4,614,615,900,910,91,OAK,PHX,646
2008,1,3,4,1727,1605,1824,1655,31,OAK,RNO,180
2008,1,3,4,2050,2040,2139,2130,33,OAK,RNO,180
2008,1,3,4,748,740,834,830,31,OAK,RNO,180
2008,1,3,4,1330,1255,1435,1345,33,OAK,RNO,180
2008,1,3,4,1736,1650,1858,1815,61,OAK,SAN,446
2008,1,3,4,617,615,743,740,68,OAK,SAN,446
2008,1,3,4,758,800,915,925,65,OAK,SAN,446
2008,1,3,4,1257,1250,1413,1410,63,OAK,SAN,446
2008,1,3,4,1457,1430,1613,1550,66,OAK,SAN,446
2008,1,3,4,1013,955,1132,1120,69,OAK,SAN,446
2008,1,3,4,1213,1140,1332,1305,64,OAK,SAN,446
2008,1,3,4,1813,1745,1945,1910,66,OAK,SAN,446
2008,1,3,4,1945,1930,2110,2055,61,OAK,SAN,446
2008,1,3,4,,1550,,1715,,OAK,SAN,446
2008,1,3,4,1421,1330,1539,1455,64,OAK,SAN,446
2008,1,3,4,1651,1620,1818,1745,67,OAK,SAN,446
2008,1,3,4,738,730,855,855,66,OAK,SAN,446
2008,1,3,4,2056,2010,2221,2135,66,OAK,SAN,446
2008,1,3,4,659,700,836,825,65,OAK,SAN,446
2008,1,3,4,,1855,,2020,,OAK,SAN,446
2008,1,3,4,1044,1040,1209,1205,66,OAK,SAN,446
2008,1,3,4,840,835,1010,1000,69,OAK,SAN,446
2008,1,3,4,1503,1415,1729,1615,91,OAK,SEA,671
2008,1,3,4,1223,1145,1413,1345,89,OAK,SEA,671
2008,1,3,4,801,800,949,1000,92,OAK,SEA,671
2008,1,3,4,1800,1735,2014,1935,106,OAK,SEA,671
2008,1,3,4,1745,1655,2000,1855,113,OAK,SEA,671
2008,1,3,4,2153,2055,2347,2255,91,OAK,SEA,671
2008,1,3,4,944,945,1131,1145,91,OAK,SEA,671
2008,1,3,4,618,620,803,825,89,OAK,SEA,671
2008,1,3,4,1325,1300,1611,1540,83,OAK,SLC,588
2008,1,3,4,2120,2030,2359,2310,76,OAK,SLC,588
2008,1,3,4,655,655,925,945,78,OAK,SLC,588
2008,1,3,4,1039,1015,1316,1300,77,OAK,SLC,588
2008,1,3,4,1741,1640,2027,1920,83,OAK,SLC,588
2008,1,3,4,1857,1850,2027,2010,64,OAK,SNA,371
2008,1,3,4,2118,2105,2234,2225,60,OAK,SNA,371
2008,1,3,4,1716,1630,1832,1750,60,OAK,SNA,371
2008,1,3,4,,1045,,1205,,OAK,SNA,371
2008,1,3,4,1325,1220,1453,1340,63,OAK,SNA,371
2008,1,3,4,741,745,857,910,62,OAK,SNA,371
2008,1,3,4,605,605,723,730,61,OAK,SNA,371
2008,1,3,4,837,840,957,1000,64,OAK,SNA,371
2008,1,3,4,1445,1405,1602,1525,62,OAK,SNA,371
2008,1,3,4,1844,1810,2137,2125,92,OAK,TUS,747
2008,1,3,4,908,900,1248,1250,151,OKC,BWI,1180
2008,1,3,4,1157,1200,1245,1250,37,OKC,DAL,181
2008,1,3,4,1009,1010,1059,1100,39,OKC,DAL,181
2008,1,3,4,1701,1655,1751,1745,40,OKC,DAL,181
2008,1,3,4,1940,1930,2031,2020,39,OKC,DAL,181
2008,1,3,4,620,625,709,715,36,OKC,DAL,181
2008,1,3,4,1128,1130,1157,1205,76,OKC,DEN,495
2008,1,3,4,1948,1910,2025,1945,81,OKC,DEN,495
2008,1,3,4,755,755,912,915,65,OKC,HOU,419
2008,1,3,4,1252,1245,1404,1405,61,OKC,HOU,419
2008,1,3,4,1559,1600,1725,1720,58,OKC,HOU,419
2008,1,3,4,1944,1830,2053,1950,60,OKC,HOU,419
2008,1,3,4,1347,1340,1425,1425,145,OKC,LAS,987
2008,1,3,4,645,645,750,750,51,OKC,MCI,313
2008,1,3,4,1452,1455,1554,1600,51,OKC,MCI,313
2008,1,3,4,1914,1855,2017,2000,50,OKC,MCI,313
2008,1,3,4,1042,1040,1141,1145,51,OKC,MCI,313
2008,1,3,4,1717,1625,1843,1750,135,OKC,PHX,833
2008,1,3,4,1403,1305,1525,1430,132,OKC,PHX,833
2008,1,3,4,839,835,1003,1005,130,OKC,PHX,833
2008,1,3,4,1658,1630,1817,1750,67,OKC,STL,462
2008,1,3,4,737,735,855,855,66,OKC,STL,462
2008,1,3,4,1726,1720,1820,1820,160,OMA,LAS,1099
2008,1,3,4,655,655,746,755,159,OMA,LAS,1099
2008,1,3,4,1247,1245,1342,1345,164,OMA,LAS,1099
2008,1,3,4,2023,1920,2153,2040,64,OMA,MDW,423
2008,1,3,4,857,850,1012,1010,63,OMA,MDW,423
2008,1,3,4,1618,1430,1733,1550,63,OMA,MDW,423
2008,1,3,4,1121,1105,1242,1225,67,OMA,MDW,423
2008,1,3,4,611,610,732,730,61,OMA,MDW,423
2008,1,3,4,1925,1750,2045,1910,61,OMA,MDW,423
2008,1,3,4,2045,1905,2238,2100,161,OMA,PHX,1037
2008,1,3,4,1208,1145,1352,1340,152,OMA,PHX,1037
2008,1,3,4,633,625,819,820,153,OMA,PHX,1037
2008,1,3,4,1925,1820,2024,1925,49,OMA,STL,342
2008,1,3,4,750,750,854,855,49,OMA,STL,342
2008,1,3,4,958,1000,1054,1105,47,OMA,STL,342
2008,1,3,4,1417,1415,1518,1520,47,OMA,STL,342
2008,1,3,4,1117,1050,1645,1630,197,ONT,BNA,1751
2008,1,3,4,1523,1455,1627,1555,39,ONT,LAS,197
2008,1,3,4,1718,1615,1810,1715,42,ONT,LAS,197
2008,1,3,4,1008,915,1106,1015,41,ONT,LAS,197
2008,1,3,4,2120,2100,2210,2200,37,ONT,LAS,197
2008,1,3,4,815,815,915,915,41,ONT,LAS,197
2008,1,3,4,1035,1030,1127,1130,41,ONT,LAS,197
2008,1,3,4,1300,1250,1358,1350,41,ONT,LAS,197
2008,1,3,4,1755,1730,1846,1830,39,ONT,LAS,197
2008,1,3,4,615,610,715,710,40,ONT,LAS,197
2008,1,3,4,1916,1850,2013,1950,40,ONT,LAS,197
2008,1,3,4,823,825,941,945,68,ONT,OAK,361
2008,1,3,4,1007,1005,1128,1120,63,ONT,OAK,361
2008,1,3,4,1302,1250,1412,1405,62,ONT,OAK,361
2008,1,3,4,1604,1555,1723,1710,67,ONT,OAK,361
2008,1,3,4,1531,1425,1648,1540,68,ONT,OAK,361
2008,1,3,4,2110,2030,2226,2145,68,ONT,OAK,361
2008,1,3,4,2150,2125,2312,2240,71,ONT,OAK,361
2008,1,3,4,600,600,725,720,67,ONT,OAK,361
2008,1,3,4,,1135,,1250,,ONT,OAK,361
2008,1,3,4,1959,1920,2111,2035,62,ONT,OAK,361
2008,1,3,4,704,710,820,830,64,ONT,OAK,361
2008,1,3,4,1734,1720,1857,1835,69,ONT,OAK,361
2008,1,3,4,1628,1625,1833,1835,49,ONT,PHX,325
2008,1,3,4,1203,1205,1402,1415,47,ONT,PHX,325
2008,1,3,4,1123,1120,1317,1330,46,ONT,PHX,325
2008,1,3,4,956,955,1157,1205,50,ONT,PHX,325
2008,1,3,4,1751,1745,1949,1955,46,ONT,PHX,325
2008,1,3,4,1947,1840,2158,2045,53,ONT,PHX,325
2008,1,3,4,610,610,807,820,45,ONT,PHX,325
2008,1,3,4,1528,1445,1727,1655,49,ONT,PHX,325
2008,1,3,4,2158,2115,2352,2320,45,ONT,PHX,325
2008,1,3,4,912,910,1110,1120,47,ONT,PHX,325
2008,1,3,4,750,740,953,950,46,ONT,PHX,325
2008,1,3,4,1414,1400,1609,1610,47,ONT,PHX,325
2008,1,3,4,1820,1820,1927,1930,56,ONT,SJC,333
2008,1,3,4,625,625,741,735,54,ONT,SJC,333
2008,1,3,4,1743,1725,1855,1835,55,ONT,SJC,333
2008,1,3,4,1215,1145,1319,1255,54,ONT,SJC,333
2008,1,3,4,958,950,1103,1100,53,ONT,SJC,333
2008,1,3,4,745,745,855,900,55,ONT,SJC,333
2008,1,3,4,1341,1340,1444,1450,53,ONT,SJC,333
2008,1,3,4,1603,1515,1708,1625,55,ONT,SJC,333
2008,1,3,4,2134,2050,2257,2200,58,ONT,SJC,333
2008,1,3,4,717,715,836,835,61,ONT,SMF,389
2008,1,3,4,2248,2135,6,2250,63,ONT,SMF,389
2008,1,3,4,1628,1610,1743,1730,62,ONT,SMF,389
2008,1,3,4,1203,1155,1314,1310,57,ONT,SMF,389
2008,1,3,4,1823,1800,1934,1920,61,ONT,SMF,389
2008,1,3,4,1415,1410,1533,1525,64,ONT,SMF,389
2008,1,3,4,1946,1925,2106,2045,65,ONT,SMF,389
2008,1,3,4,1357,1335,1513,1455,64,ONT,SMF,389
2008,1,3,4,1044,1040,1158,1200,64,ONT,SMF,389
2008,1,3,4,619,615,745,735,61,ONT,SMF,389
2008,1,3,4,2046,2010,2159,2130,61,ONT,SMF,389
2008,1,3,4,852,855,959,1015,57,ONT,SMF,389
2008,1,3,4,2011,2015,2103,2105,37,ORF,BWI,159
2008,1,3,4,1753,1720,1845,1810,37,ORF,BWI,159
2008,1,3,4,1433,1420,1526,1510,41,ORF,BWI,159
2008,1,3,4,1031,1010,1122,1100,38,ORF,BWI,159
2008,1,3,4,749,720,837,810,39,ORF,BWI,159
2008,1,3,4,816,655,941,840,73,ORF,JAX,543
2008,1,3,4,1711,1640,1840,1825,77,ORF,JAX,543
2008,1,3,4,1314,1210,1538,1445,308,ORF,LAS,2155
2008,1,3,4,1016,915,1214,1120,98,ORF,MCO,655
2008,1,3,4,1851,1835,2038,2040,93,ORF,MCO,655
2008,1,3,4,636,630,755,750,114,ORF,MDW,704
2008,1,3,4,1659,1650,1808,1805,109,ORF,MDW,704
2008,1,3,4,1437,1320,1633,1535,105,ORF,TPA,717
2008,1,3,4,2042,1950,2256,2210,122,PBI,BWI,883
2008,1,3,4,649,645,911,905,127,PBI,BWI,883
2008,1,3,4,1637,1600,1854,1825,121,PBI,BWI,883
2008,1,3,4,1049,1050,1316,1310,131,PBI,BWI,883
2008,1,3,4,723,720,1007,1000,147,PBI,ISP,1052
2008,1,3,4,1908,1840,2147,2115,144,PBI,ISP,1052
2008,1,3,4,1147,1145,1441,1425,162,PBI,ISP,1052
2008,1,3,4,1508,1455,1740,1730,139,PBI,PHL,951
2008,1,3,4,752,750,1041,1025,151,PBI,PHL,951
2008,1,3,4,1812,1805,1900,1855,36,PBI,TPA,174
2008,1,3,4,1006,1010,1054,1100,35,PBI,TPA,174
2008,1,3,4,1441,1400,1529,1450,35,PBI,TPA,174
2008,1,3,4,635,635,722,725,34,PBI,TPA,174
2008,1,3,4,1106,1045,1436,1415,137,PDX,ABQ,1111
2008,1,3,4,1338,1320,1536,1525,49,PDX,BOI,344
2008,1,3,4,637,635,844,840,48,PDX,BOI,344
2008,1,3,4,1632,1610,1832,1810,49,PDX,BOI,344
2008,1,3,4,816,815,905,915,40,PDX,GEG,279
2008,1,3,4,1619,1525,1715,1620,45,PDX,GEG,279
2008,1,3,4,1312,1255,1407,1355,38,PDX,GEG,279
2008,1,3,4,2132,2050,2222,2150,39,PDX,GEG,279
2008,1,3,4,911,905,1119,1110,116,PDX,LAS,762
2008,1,3,4,2054,2035,2259,2235,113,PDX,LAS,762
2008,1,3,4,1546,1500,1759,1705,119,PDX,LAS,762
2008,1,3,4,1111,1055,1323,1300,119,PDX,LAS,762
2008,1,3,4,1016,1015,1521,1535,174,PDX,MCI,1481
2008,1,3,4,737,735,1322,1330,209,PDX,MDW,1751
2008,1,3,4,1431,1335,2013,1925,209,PDX,MDW,1751
2008,1,3,4,2154,2025,2337,2205,93,PDX,OAK,543
2008,1,3,4,1950,1840,2130,2025,88,PDX,OAK,543
2008,1,3,4,1437,1425,1624,1605,84,PDX,OAK,543
2008,1,3,4,612,610,744,755,82,PDX,OAK,543
2008,1,3,4,1207,1140,1339,1320,83,PDX,OAK,543
2008,1,3,4,825,825,1006,1010,92,PDX,OAK,543
2008,1,3,4,1119,1105,1450,1435,137,PDX,PHX,1009
2008,1,3,4,2000,1850,2321,2220,131,PDX,PHX,1009
2008,1,3,4,626,620,950,955,134,PDX,PHX,1009
2008,1,3,4,940,940,1109,1100,66,PDX,RNO,444
2008,1,3,4,2056,1940,2213,2055,62,PDX,RNO,444
2008,1,3,4,601,600,719,720,68,PDX,RNO,444
2008,1,3,4,1440,1420,1602,1540,69,PDX,RNO,444
2008,1,3,4,2009,1925,2205,2110,102,PDX,SJC,569
2008,1,3,4,700,700,852,850,97,PDX,SJC,569
2008,1,3,4,1628,1550,1819,1735,100,PDX,SJC,569
2008,1,3,4,1152,1135,1345,1320,101,PDX,SJC,569
2008,1,3,4,1808,1740,2046,2025,84,PDX,SLC,630
2008,1,3,4,1056,1045,1329,1330,84,PDX,SLC,630
2008,1,3,4,722,705,1000,950,87,PDX,SLC,630
2008,1,3,4,1324,1315,1457,1440,82,PDX,SMF,479
2008,1,3,4,650,650,818,815,73,PDX,SMF,479
2008,1,3,4,842,835,1006,1000,73,PDX,SMF,479
2008,1,3,4,1137,1120,1308,1245,79,PDX,SMF,479
2008,1,3,4,2100,1840,2226,2005,72,PDX,SMF,479
2008,1,3,4,2127,2045,2254,2210,71,PDX,SMF,479
2008,1,3,4,1534,1515,1704,1640,79,PDX,SMF,479
2008,1,3,4,1816,1805,1921,1935,101,PHL,BNA,675
2008,1,3,4,648,645,802,805,97,PHL,BNA,675
2008,1,3,4,1321,1310,1418,1440,96,PHL,BNA,675
2008,1,3,4,2017,2010,2136,2155,63,PHL,CMH,405
2008,1,3,4,1449,1435,1611,1615,64,PHL,CMH,405
2008,1,3,4,639,640,800,820,64,PHL,CMH,405
2008,1,3,4,1225,1205,1500,1510,144,PHL,FLL,992
2008,1,3,4,1914,1845,2151,2145,133,PHL,FLL,992
2008,1,3,4,931,850,1151,1155,126,PHL,FLL,992
2008,1,3,4,1118,1040,1340,1340,188,PHL,HOU,1335
2008,1,3,4,1807,1735,2032,2035,186,PHL,HOU,1335
2008,1,3,4,802,800,1016,1030,98,PHL,JAX,742
2008,1,3,4,1937,1915,2132,2135,98,PHL,JAX,742
2008,1,3,4,933,935,1151,1220,298,PHL,LAS,2176
2008,1,3,4,1448,1410,1707,1655,305,PHL,LAS,2176
2008,1,3,4,610,610,819,855,112,PHL,MCO,861
2008,1,3,4,1702,1545,1918,1825,116,PHL,MCO,861
2008,1,3,4,959,940,1223,1235,115,PHL,MCO,861
2008,1,3,4,1820,1755,2031,2040,117,PHL,MCO,861
2008,1,3,4,1308,1310,1521,1550,116,PHL,MCO,861
2008,1,3,4,2122,2045,2338,2330,117,PHL,MCO,861
2008,1,3,4,1049,1035,1338,1330,114,PHL,MCO,861
2008,1,3,4,710,710,814,830,102,PHL,MDW,668
2008,1,3,4,1528,1505,1626,1630,103,PHL,MDW,668
2008,1,3,4,620,620,717,740,99,PHL,MDW,668
2008,1,3,4,2109,2040,2237,2205,101,PHL,MDW,668
2008,1,3,4,1932,1905,2034,2030,104,PHL,MDW,668
2008,1,3,4,1631,1620,1730,1745,103,PHL,MDW,668
